expected_label,predicted_label,count,is_correct
Master of Computer Applications,Bachelor of Computer Applications,4,False
Master of Engineering,Master of Technology,4,False
Master of Fine Arts,Master of Computer Applications,4,False
Master of Philosophy,Master of Science,4,False
Master of Public Health,Master of Arts,4,False
Master of Research,Master of Engineering,4,False
Master's Degree,Master of Engineering,4,False
Mestrado,Bachelor of Science,4,False
Senior Secondary Certificate of Education,10th Standard,4,False
Titulo de Grado,D O,4,False
WO Master,Master of Technology,4,False
Associate of Applied Science,A S,3,False
Baccalaureat,Bachelor of Arts,3,False
Baccalaureat,Bachelor of Business Administration,3,False
Bachelor of Commerce,Bachelor of Computer Applications,3,False
Bachelor of Engineering,Bachelor of Science,3,False
Diplom,Post Graduate Diploma,3,False
Diploma di Maturita,10th Standard,3,False
Ensino Medio,Bachelor of Engineering,3,False
Magister Artium,Master of Computer Applications,3,False
Magister Artium,Master of Engineering,3,False
Master of Applied Science,Master of Engineering,3,False
Master of Public Health,Doctor of Philosophy,3,False
New Zealand Diploma,Diploma in Engineering,3,False
Bachelor of Architecture,R C H,2,False
Bachelor of Business Administration,Hons,2,False
Bachelor of Laws,Bachelor of Commerce,2,False
Diplome d'Ingenieur,Post Graduate Diploma,2,False
Master of Commerce,Master of Computer Applications,2,False
Master of Commerce,Master of Science,2,False
Master of Technology,Bachelor of Computer Applications,2,False
10th Standard,IN S S C,1,False
10th Standard,IN S S C qualification,1,False
10th Standard,IN SSCHONS qualification,1,False
10th Standard,IN X H O N S,1,False
10th Standard,IN X H O N S qualification,1,False
10th Standard,IN X qualification,1,False
10th Standard,IN X.H.O.N.S. qualification,1,False
10th Standard,India MATRICHONS,1,False
10th Standard,India MATRICHONS qualification,1,False
10th Standard,India Matric Hons qualification,1,False
10th Standard,India S S C,1,False
10th Standard,India S S C qualification,1,False
10th Standard,India SSCHONS,1,False
10th Standard,India SSCHONS qualification,1,False
10th Standard,India X,1,False
10th Standard,India X H O N S,1,False
10th Standard,India X H O N S qualification,1,False
10th Standard,India X qualification,1,False
10th Standard,India X.H.O.N.S.,1,False
10th Standard,India X.H.O.N.S. qualification,1,False
10th Standard,India matric qualification,1,False
10th Standard,Indian MATRICHONS,1,False
10th Standard,Indian MATRICHONS qualification,1,False
10th Standard,Indian S S C,1,False
10th Standard,Indian S S C qualification,1,False
10th Standard,Indian SSCHONS,1,False
10th Standard,Indian SSCHONS qualification,1,False
10th Standard,Indian X,1,False
10th Standard,Indian X H O N S,1,False
10th Standard,Indian X H O N S qualification,1,False
10th Standard,Indian X qualification,1,False
10th Standard,Indian X.H.O.N.S.,1,False
10th Standard,Indian X.H.O.N.S. qualification,1,False
10th Standard,Indian matric qualification,1,False
10th Standard,S S C qualification,1,False
10th Standard,SSCHONS qualification,1,False
10th Standard,X H O N S,1,False
10th Standard,X H O N S qualification,1,False
10th Standard,X qualification,1,False
10th Standard,X.H.O.N.S. qualification,1,False
12th Standard,H S C qualification,1,False
12th Standard,HSCHONS qualification,1,False
12th Standard,I S C,1,False
12th Standard,I S C qualification,1,False
12th Standard,IN H S C,1,False
12th Standard,IN H S C qualification,1,False
12th Standard,IN HSCHONS qualification,1,False
12th Standard,IN I S C,1,False
12th Standard,IN I S C qualification,1,False
12th Standard,IN ISC Hons qualification,1,False
12th Standard,IN ISCHONS qualification,1,False
12th Standard,IN PLUSTWO qualification,1,False
12th Standard,IN X I I,1,False
12th Standard,IN X I I qualification,1,False
12th Standard,IN XII Hons qualification,1,False
12th Standard,IN XII qualification,1,False
12th Standard,IN XIIHONS,1,False
12th Standard,IN XIIHONS qualification,1,False
12th Standard,IN isc qualification,1,False
12th Standard,ISC Hons qualification,1,False
12th Standard,ISCHONS qualification,1,False
12th Standard,India H S C,1,False
12th Standard,India H S C qualification,1,False
12th Standard,India HSCHONS,1,False
12th Standard,India HSCHONS qualification,1,False
12th Standard,India I S C,1,False
12th Standard,India I S C qualification,1,False
12th Standard,India ISC Hons,1,False
12th Standard,India ISC Hons qualification,1,False
12th Standard,India ISCHONS,1,False
12th Standard,India ISCHONS qualification,1,False
12th Standard,India PLUSTWO qualification,1,False
12th Standard,India X I I,1,False
12th Standard,India X I I qualification,1,False
12th Standard,India XII Hons qualification,1,False
12th Standard,India XII qualification,1,False
12th Standard,India XIIHONS,1,False
12th Standard,India XIIHONS qualification,1,False
12th Standard,India isc,1,False
12th Standard,India isc qualification,1,False
12th Standard,India plus two qualification,1,False
12th Standard,Indian H S C,1,False
12th Standard,Indian H S C qualification,1,False
12th Standard,Indian HSCHONS,1,False
12th Standard,Indian HSCHONS qualification,1,False
12th Standard,Indian I S C,1,False
12th Standard,Indian I S C qualification,1,False
12th Standard,Indian ISC Hons,1,False
12th Standard,Indian ISC Hons qualification,1,False
12th Standard,Indian ISCHONS,1,False
12th Standard,Indian ISCHONS qualification,1,False
12th Standard,Indian PLUSTWO qualification,1,False
12th Standard,Indian X I I,1,False
12th Standard,Indian X I I qualification,1,False
12th Standard,Indian XII,1,False
12th Standard,Indian XII Hons,1,False
12th Standard,Indian XII Hons qualification,1,False
12th Standard,Indian XII qualification,1,False
12th Standard,Indian XIIHONS,1,False
12th Standard,Indian XIIHONS qualification,1,False
12th Standard,Indian isc,1,False
12th Standard,Indian isc qualification,1,False
12th Standard,Indian plus two qualification,1,False
12th Standard,PLUSTWO qualification,1,False
12th Standard,X I I,1,False
12th Standard,X I I qualification,1,False
12th Standard,XII Hons qualification,1,False
12th Standard,XII qualification,1,False
12th Standard,XIIHONS,1,False
12th Standard,XIIHONS qualification,1,False
12th Standard,isc qualification,1,False
Abitur,Abitur qualification,1,False
Abitur,Allgemeine Hochschulreife,1,False
Abitur,DE Abitur,1,False
Abitur,DE Abitur qualification,1,False
Abitur,DE Allgemeine Hochschulreife,1,False
Abitur,German Abitur,1,False
Abitur,German Abitur qualification,1,False
Abitur,Germany Abitur,1,False
Abitur,Germany Abitur qualification,1,False
Advanced Diploma,AU AdvDip,1,False
Advanced Diploma,AU AdvDip qualification,1,False
Advanced Diploma,AU Advanced Diploma,1,False
Advanced Diploma,Advanced College Diploma,1,False
Advanced Diploma,Australia AdvDip,1,False
Advanced Diploma,Australia AdvDip qualification,1,False
Advanced Diploma,Australia Advanced Diploma,1,False
Advanced Diploma,Australian AdvDip,1,False
Advanced Diploma,Australian AdvDip qualification,1,False
Advanced Diploma,Australian Advanced Diploma,1,False
Advanced Diploma,CA AdvDip,1,False
Advanced Diploma,CA AdvDip qualification,1,False
Advanced Diploma,CA Advanced College Diploma,1,False
Advanced Diploma,CA Advanced Diploma,1,False
Advanced Diploma,Canada AdvDip,1,False
Advanced Diploma,Canada AdvDip qualification,1,False
Advanced Diploma,Canada Advanced College Diploma,1,False
Advanced Diploma,Canada Advanced Diploma,1,False
Advanced Diploma,Canadian AdvDip,1,False
Advanced Diploma,Canadian AdvDip qualification,1,False
Advanced Diploma,Canadian Advanced Diploma,1,False
Advanced Diploma,South Africa AdvDip,1,False
Advanced Diploma,South Africa Advanced Diploma,1,False
Advanced Diploma,South African AdvDip,1,False
Advanced Diploma,South African Advanced Diploma,1,False
Advanced Diploma,ZA AdvDip,1,False
Advanced Diploma,ZA AdvDip qualification,1,False
Advanced Diploma,ZA Advanced Diploma,1,False
Advanced Level,A Levels,1,False
Advanced Level,A Levels qualification,1,False
Advanced Level,ALEVELS,1,False
Advanced Level,ALEVELS qualification,1,False
Advanced Level,Advanced Level qualification,1,False
Advanced Level,UK A Level,1,False
Advanced Level,UK A Level qualification,1,False
Advanced Level,UK A Levels,1,False
Advanced Level,UK A Levels qualification,1,False
Advanced Level,UK ALEVEL,1,False
Advanced Level,UK ALEVEL qualification,1,False
Advanced Level,UK ALEVELS,1,False
Advanced Level,UK ALEVELS qualification,1,False
Advanced Level,UK Advanced Level,1,False
Advanced Level,UK Advanced Level qualification,1,False
Advanced Level,UK GCE A Level,1,False
Advanced Level,UK GCE A Level qualification,1,False
Advanced Level,UK GCEALEVEL,1,False
Advanced Level,UK GCEALEVEL qualification,1,False
Advanced Level,United Kingdom A Level,1,False
Advanced Level,United Kingdom A Levels,1,False
Advanced Level,United Kingdom ALEVEL,1,False
Advanced Level,United Kingdom ALEVELS,1,False
Advanced Level,United Kingdom Advanced Level,1,False
Advanced Level,United Kingdom GCE A Level,1,False
Advanced Level,United Kingdom GCEALEVEL,1,False
Associate Degree,Associate,1,False
Associate Degree,Associate Degree degree,1,False
Associate Degree,Associate Degree qualification,1,False
Associate Degree,Associate qualification,1,False
Associate Degree,JP Associate,1,False
Associate Degree,JP Associate Degree,1,False
Associate Degree,JP Associate Degree degree,1,False
Associate Degree,JP Associate qualification,1,False
Associate Degree,Japan Associate,1,False
Associate Degree,Japan Associate Degree,1,False
Associate Degree,Japan Associate Degree degree,1,False
Associate Degree,Japan Associate qualification,1,False
Associate Degree,Japanese Associate,1,False
Associate Degree,Japanese Associate Degree,1,False
Associate Degree,Junior College Associate Degree,1,False
Associate of Applied Science,A A S,1,False
Associate of Applied Science,A A S qualification,1,False
Associate of Applied Science,AAS,1,False
Associate of Applied Science,AAS degree,1,False
Associate of Applied Science,AAS qualification,1,False
Associate of Applied Science,Applied Science Associate,1,False
Associate of Applied Science,US A A S,1,False
Associate of Applied Science,US A A S qualification,1,False
Associate of Applied Science,US AAS,1,False
Associate of Applied Science,US AAS degree,1,False
Associate of Applied Science,US AAS qualification,1,False
Associate of Applied Science,US Applied Science Associate,1,False
Associate of Applied Science,United States A A S,1,False
Associate of Applied Science,United States AAS,1,False
Associate of Applied Science,United States AAS degree,1,False
Associate of Applied Science,United States AAS qualification,1,False
Associate of Arts,A A degree,1,False
Associate of Arts,A A qualification,1,False
Associate of Arts,AA,1,False
Associate of Arts,AA degree,1,False
Associate of Arts,AA qualification,1,False
Associate of Arts,Associate Arts,1,False
Associate of Arts,Associate Arts degree,1,False
Associate of Arts,Associate Arts qualification,1,False
Associate of Arts,Associate of Arts degree,1,False
Associate of Arts,Associate of Arts qualification,1,False
Associate of Arts,US A A,1,False
Associate of Arts,US A A degree,1,False
Associate of Arts,US A A qualification,1,False
Associate of Arts,US AA,1,False
Associate of Arts,US AA degree,1,False
Associate of Arts,US AA qualification,1,False
Associate of Arts,US Associate Arts,1,False
Associate of Arts,US Associate Arts degree,1,False
Associate of Arts,US Associate Arts qualification,1,False
Associate of Arts,US Associate of Arts degree,1,False
Associate of Arts,United States A A,1,False
Associate of Arts,United States A A degree,1,False
Associate of Arts,United States A A qualification,1,False
Associate of Arts,United States AA,1,False
Associate of Arts,United States AA degree,1,False
Associate of Arts,United States AA qualification,1,False
Associate of Arts,United States Associate Arts,1,False
Associate of Arts,United States Associate of Arts,1,False
Associate of Science,A S,1,False
Associate of Science,A S degree,1,False
Associate of Science,A S qualification,1,False
Associate of Science,AS,1,False
Associate of Science,AS degree,1,False
Associate of Science,AS qualification,1,False
Associate of Science,Associate Science degree,1,False
Associate of Science,Associate Science qualification,1,False
Associate of Science,US A S,1,False
Associate of Science,US A S degree,1,False
Associate of Science,US A S qualification,1,False
Associate of Science,US AS,1,False
Associate of Science,US AS degree,1,False
Associate of Science,US AS qualification,1,False
Associate of Science,US Associate Science degree,1,False
Associate of Science,United States A S,1,False
Associate of Science,United States A S degree,1,False
Associate of Science,United States A S qualification,1,False
Associate of Science,United States AS,1,False
Associate of Science,United States AS degree,1,False
Associate of Science,United States AS qualification,1,False
Associate of Science,United States Associate Science,1,False
Baccalaureat,B A C qualification,1,False
Baccalaureat,Bac qualification,1,False
Baccalaureat,Baccalaureat qualification,1,False
Baccalaureat,FR B A C qualification,1,False
Baccalaureat,FR Bac,1,False
Baccalaureat,FR Bac qualification,1,False
Baccalaureat,FR Baccalaureat,1,False
Baccalaureat,FR Baccalaureat qualification,1,False
Baccalaureat,FR French Baccalaureate,1,False
Baccalaureat,France B A C,1,False
Baccalaureat,France B A C qualification,1,False
Baccalaureat,France Bac qualification,1,False
Baccalaureat,France Baccalaureat,1,False
Baccalaureat,France French Baccalaureate,1,False
Baccalaureat,French B A C,1,False
Baccalaureat,French B A C qualification,1,False
Baccalaureat,French Bac,1,False
Baccalaureat,French Bac qualification,1,False
Baccalaureat,French Baccalaureat,1,False
Baccalaureat,French Baccalaureate,1,False
Baccalaureat,French French Baccalaureate,1,False
Bacharelado,BR Bacharel,1,False
Bacharelado,BR Bacharel degree,1,False
Bacharelado,BR Bacharel qualification,1,False
Bacharelado,BR Bacharel with Honours,1,False
Bacharelado,BR Bacharelado,1,False
Bacharelado,BR Bacharelado degree,1,False
Bacharelado,BR Bacharelado qualification,1,False
Bacharelado,BR Bacharelado with Honours,1,False
Bacharelado,BR Bachelor Brazil,1,False
Bacharelado,BR Bachelor Brazil degree,1,False
Bacharelado,BR Bachelor Brazil with Honours,1,False
Bacharelado,Bacharel,1,False
Bacharelado,Bacharel degree,1,False
Bacharelado,Bacharel qualification,1,False
Bacharelado,Bacharel with Honours,1,False
Bacharelado,Bacharelado degree,1,False
Bacharelado,Bacharelado qualification,1,False
Bacharelado,Bacharelado with Honours,1,False
Bacharelado,Bachelor Brazil,1,False
Bacharelado,Bachelor Brazil degree,1,False
Bacharelado,Bachelor Brazil qualification,1,False
Bacharelado,Bachelor Brazil with Honours,1,False
Bacharelado,Brazil Bacharel,1,False
Bacharelado,Brazil Bacharel degree,1,False
Bacharelado,Brazil Bacharel qualification,1,False
Bacharelado,Brazil Bacharel with Honours,1,False
Bacharelado,Brazil Bacharelado,1,False
Bacharelado,Brazil Bacharelado degree,1,False
Bacharelado,Brazil Bacharelado with Honours,1,False
Bacharelado,Brazil Bachelor Brazil,1,False
Bacharelado,Brazil Bachelor Brazil degree,1,False
Bacharelado,Brazilian Bacharel,1,False
Bacharelado,Brazilian Bacharel degree,1,False
Bacharelado,Brazilian Bacharel with Honours,1,False
Bacharelado,Brazilian Bacharelado,1,False
Bacharelado,Brazilian Bacharelado degree,1,False
Bacharelado,Brazilian Bachelor Brazil,1,False
Bachelor Degree,B A B S C qualification,1,False
Bachelor Degree,B A B S C with Honours,1,False
Bachelor Degree,B.A.B.S.C. degree,1,False
Bachelor Degree,B.A.B.S.C. qualification,1,False
Bachelor Degree,B.A.B.S.C. with Honours,1,False
Bachelor Degree,Bologna B A B S C,1,False
Bachelor Degree,Bologna B A B S C qualification,1,False
Bachelor Degree,Bologna B A B S C with Honours,1,False
Bachelor Degree,Bologna B.A.B.S.C.,1,False
Bachelor Degree,Bologna B.A.B.S.C. degree,1,False
Bachelor Degree,Bologna B.A.B.S.C. with Honours,1,False
Bachelor Degree,Bologna Bachelor Degree,1,False
Bachelor Degree,Bologna Bachelor Degree degree,1,False
Bachelor Degree,Bologna Bachelor qualification,1,False
Bachelor Degree,Bologna Bachelor with Honours,1,False
Bachelor Degree,Bologna Bologna Bachelor,1,False
Bachelor Degree,Bologna Bologna Bachelor degree,1,False
Bachelor Degree,Bologna First Cycle Degree,1,False
Bachelor Degree,CN Bachelor Degree,1,False
Bachelor Degree,CN Bachelor Degree degree,1,False
Bachelor Degree,CN Bachelor Degree with Honours,1,False
Bachelor Degree,CN Chinese Bachelor degree,1,False
Bachelor Degree,CN Xueshi,1,False
Bachelor Degree,CN Xueshi degree,1,False
Bachelor Degree,CN Xueshi qualification,1,False
Bachelor Degree,CN Xueshi with Honours,1,False
Bachelor Degree,China Bachelor Degree,1,False
Bachelor Degree,China Bachelor Degree degree,1,False
Bachelor Degree,China Chinese Bachelor degree,1,False
Bachelor Degree,China Xueshi,1,False
Bachelor Degree,China Xueshi degree,1,False
Bachelor Degree,China Xueshi qualification,1,False
Bachelor Degree,China Xueshi with Honours,1,False
Bachelor Degree,Chinese Bachelor Degree,1,False
Bachelor Degree,Chinese Bachelor Degree degree,1,False
Bachelor Degree,Chinese Bachelor qualification,1,False
Bachelor Degree,Chinese Bachelor with Honours,1,False
Bachelor Degree,Chinese Chinese Bachelor,1,False
Bachelor Degree,Chinese Chinese Bachelor degree,1,False
Bachelor Degree,Chinese Xueshi,1,False
Bachelor Degree,Chinese Xueshi degree,1,False
Bachelor Degree,Chinese Xueshi qualification,1,False
Bachelor Degree,Chinese Xueshi with Honours,1,False
Bachelor Degree,EU B A B S C qualification,1,False
Bachelor Degree,EU B A B S C with Honours,1,False
Bachelor Degree,EU B.A.B.S.C.,1,False
Bachelor Degree,EU B.A.B.S.C. degree,1,False
Bachelor Degree,EU B.A.B.S.C. qualification,1,False
Bachelor Degree,EU B.A.B.S.C. with Honours,1,False
Bachelor Degree,EU Bachelor Degree,1,False
Bachelor Degree,EU Bachelor Degree degree,1,False
Bachelor Degree,EU Bachelor Degree with Honours,1,False
Bachelor Degree,EU Bologna Bachelor,1,False
