expected_label,predicted_label,count,is_correct
Bachelor of Arts,IN B A with Honours,1,False
Bachelor of Arts,IN BAHONS qualification,1,False
Bachelor of Arts,IN BAHONSHONS degree,1,False
Bachelor of Arts,IN BAHONSHONS qualification,1,False
Bachelor of Arts,IN BAHONSHONS with Honours,1,False
Bachelor of Arts,IN BachelorofArts qualification,1,False
Bachelor of Arts,India B A,1,False
Bachelor of Arts,India B A degree,1,False
Bachelor of Arts,India B A qualification,1,False
Bachelor of Arts,India B A with Honours,1,False
Bachelor of Arts,India BAHONS degree,1,False
Bachelor of Arts,India BAHONS qualification,1,False
Bachelor of Arts,India BAHONS with Honours,1,False
Bachelor of Arts,India BAHONSHONS,1,False
Bachelor of Arts,India BAHONSHONS degree,1,False
Bachelor of Arts,India BAHONSHONS qualification,1,False
Bachelor of Arts,India BAHONSHONS with Honours,1,False
Bachelor of Arts,Indian B A,1,False
Bachelor of Arts,Indian B A degree,1,False
Bachelor of Arts,Indian B A qualification,1,False
Bachelor of Arts,Indian B A with Honours,1,False
Bachelor of Arts,Indian BAHONS degree,1,False
Bachelor of Arts,Indian BAHONS qualification,1,False
Bachelor of Arts,Indian BAHONS with Honours,1,False
Bachelor of Arts,Indian BAHONSHONS,1,False
Bachelor of Arts,Indian BAHONSHONS degree,1,False
Bachelor of Arts,Indian BAHONSHONS qualification,1,False
Bachelor of Arts,Indian BAHONSHONS with Honours,1,False
Bachelor of Arts,UK B A degree,1,False
Bachelor of Arts,UK B A qualification,1,False
Bachelor of Arts,UK B A with Honours,1,False
Bachelor of Arts,UK BAHONS degree,1,False
Bachelor of Arts,UK BAHONS qualification,1,False
Bachelor of Arts,UK BAHONS with Honours,1,False
Bachelor of Arts,United Kingdom B A,1,False
Bachelor of Arts,United Kingdom B A degree,1,False
Bachelor of Arts,United Kingdom B A with Honours,1,False
Bachelor of Arts,United Kingdom BAHONS,1,False
Bachelor of Arts,United Kingdom BAHONS degree,1,False
Bachelor of Business Administration,B B A Hons qualification,1,False
Bachelor of Business Administration,B B A Hons with Honours,1,False
Bachelor of Business Administration,B B A qualification,1,False
Bachelor of Business Administration,B B A with Honours,1,False
Bachelor of Business Administration,B.B.A. Hons qualification,1,False
Bachelor of Business Administration,B.B.A. Hons with Honours,1,False
Bachelor of Business Administration,BBAHONS degree,1,False
Bachelor of Business Administration,BBAHONS qualification,1,False
Bachelor of Business Administration,BBAHONS with Honours,1,False
Bachelor of Business Administration,IN B B A Hons qualification,1,False
Bachelor of Business Administration,IN B B A Hons with Honours,1,False
Bachelor of Business Administration,IN B B A qualification,1,False
Bachelor of Business Administration,IN B B A with Honours,1,False
Bachelor of Business Administration,IN B.B.A. Hons degree,1,False
Bachelor of Business Administration,IN B.B.A. Hons qualification,1,False
Bachelor of Business Administration,IN B.B.A. Hons with Honours,1,False
Bachelor of Business Administration,IN BBAHONS degree,1,False
Bachelor of Business Administration,IN BBAHONS qualification,1,False
Bachelor of Business Administration,IN BBAHONS with Honours,1,False
Bachelor of Business Administration,India B B A,1,False
Bachelor of Business Administration,India B B A Hons qualification,1,False
Bachelor of Business Administration,India B B A Hons with Honours,1,False
Bachelor of Business Administration,India B B A degree,1,False
Bachelor of Business Administration,India B B A qualification,1,False
Bachelor of Business Administration,India B B A with Honours,1,False
Bachelor of Business Administration,India B.B.A. Hons degree,1,False
Bachelor of Business Administration,India B.B.A. Hons qualification,1,False
Bachelor of Business Administration,India B.B.A. Hons with Honours,1,False
Bachelor of Business Administration,India BBAHONS,1,False
Bachelor of Business Administration,India BBAHONS degree,1,False
Bachelor of Business Administration,India BBAHONS qualification,1,False
Bachelor of Business Administration,India BBAHONS with Honours,1,False
Bachelor of Business Administration,Indian B B A Hons qualification,1,False
Bachelor of Business Administration,Indian B B A Hons with Honours,1,False
Bachelor of Business Administration,Indian B B A degree,1,False
Bachelor of Business Administration,Indian B B A qualification,1,False
Bachelor of Business Administration,Indian B B A with Honours,1,False
Bachelor of Business Administration,Indian B.B.A. Hons degree,1,False
Bachelor of Business Administration,Indian B.B.A. Hons with Honours,1,False
Bachelor of Business Administration,Indian BBAHONS,1,False
Bachelor of Business Administration,Indian BBAHONS degree,1,False
Bachelor of Business Administration,Indian BBAHONS qualification,1,False
Bachelor of Business Administration,Indian BBAHONS with Honours,1,False
Bachelor of Commerce,B C O M qualification,1,False
Bachelor of Commerce,B C O M with Honours,1,False
Bachelor of Commerce,B Com qualification,1,False
Bachelor of Commerce,B Com with Honours,1,False
Bachelor of Commerce,B. Com Hons qualification,1,False
Bachelor of Commerce,B. Com Hons with Honours,1,False
Bachelor of Commerce,BCOMHONS qualification,1,False
Bachelor of Commerce,Bachelor of Science,1,False
Bachelor of Commerce,IN B C O M degree,1,False
Bachelor of Commerce,IN B C O M qualification,1,False
Bachelor of Commerce,IN B C O M with Honours,1,False
Bachelor of Commerce,IN B Com qualification,1,False
Bachelor of Commerce,IN B Com with Honours,1,False
Bachelor of Commerce,IN B. Com Hons qualification,1,False
Bachelor of Commerce,IN B. Com Hons with Honours,1,False
Bachelor of Commerce,IN BCOMHONS qualification,1,False
Bachelor of Commerce,India B C O M,1,False
Bachelor of Commerce,India B C O M degree,1,False
Bachelor of Commerce,India B C O M qualification,1,False
Bachelor of Commerce,India B C O M with Honours,1,False
Bachelor of Commerce,India B Com degree,1,False
Bachelor of Commerce,India B Com qualification,1,False
Bachelor of Commerce,India B Com with Honours,1,False
Bachelor of Commerce,India B. Com Hons degree,1,False
Bachelor of Commerce,India B. Com Hons qualification,1,False
Bachelor of Commerce,India B. Com Hons with Honours,1,False
Bachelor of Commerce,India BCOMHONS degree,1,False
Bachelor of Commerce,India BCOMHONS qualification,1,False
Bachelor of Commerce,Indian B C O M,1,False
Bachelor of Commerce,Indian B C O M degree,1,False
Bachelor of Commerce,Indian B C O M qualification,1,False
Bachelor of Commerce,Indian B C O M with Honours,1,False
Bachelor of Commerce,Indian B Com degree,1,False
Bachelor of Commerce,Indian B Com qualification,1,False
Bachelor of Commerce,Indian B Com with Honours,1,False
Bachelor of Commerce,Indian B. Com Hons degree,1,False
Bachelor of Commerce,Indian B. Com Hons with Honours,1,False
Bachelor of Commerce,Indian BCOMHONS degree,1,False
Bachelor of Commerce,Indian BCOMHONS qualification,1,False
Bachelor of Commerce,Indian BCOMHONS with Honours,1,False
Bachelor of Computer Applications,B C A qualification,1,False
Bachelor of Computer Applications,B C A with Honours,1,False
Bachelor of Computer Applications,BCAHONS degree,1,False
Bachelor of Computer Applications,BCAHONS qualification,1,False
Bachelor of Computer Applications,BCAHONS with Honours,1,False
Bachelor of Computer Applications,IN B C A qualification,1,False
Bachelor of Computer Applications,IN B C A with Honours,1,False
Bachelor of Computer Applications,IN BCAHONS degree,1,False
Bachelor of Computer Applications,IN BCAHONS qualification,1,False
Bachelor of Computer Applications,IN BCAHONS with Honours,1,False
Bachelor of Computer Applications,India B C A degree,1,False
Bachelor of Computer Applications,India B C A qualification,1,False
Bachelor of Computer Applications,India B C A with Honours,1,False
Bachelor of Computer Applications,India BCAHONS,1,False
Bachelor of Computer Applications,India BCAHONS degree,1,False
Bachelor of Computer Applications,India BCAHONS qualification,1,False
Bachelor of Computer Applications,India BCAHONS with Honours,1,False
Bachelor of Computer Applications,Indian B C A degree,1,False
Bachelor of Computer Applications,Indian B C A qualification,1,False
Bachelor of Computer Applications,Indian B C A with Honours,1,False
Bachelor of Computer Applications,Indian BCAHONS,1,False
Bachelor of Computer Applications,Indian BCAHONS degree,1,False
Bachelor of Computer Applications,Indian BCAHONS qualification,1,False
Bachelor of Computer Applications,Indian BCAHONS with Honours,1,False
Bachelor of Engineering,B E qualification,1,False
Bachelor of Engineering,B E with Honours,1,False
Bachelor of Engineering,B Eng qualification,1,False
Bachelor of Engineering,B Eng with Honours,1,False
Bachelor of Engineering,BEHONS qualification,1,False
Bachelor of Engineering,BEHONS with Honours,1,False
Bachelor of Engineering,BEHONSHONS degree,1,False
Bachelor of Engineering,BEHONSHONS qualification,1,False
Bachelor of Engineering,BEHONSHONS with Honours,1,False
Bachelor of Engineering,IN B E N G degree,1,False
Bachelor of Engineering,IN B E N G qualification,1,False
Bachelor of Engineering,IN B E N G with Honours,1,False
Bachelor of Engineering,IN B E degree,1,False
Bachelor of Engineering,IN B E qualification,1,False
Bachelor of Engineering,IN B E with Honours,1,False
Bachelor of Engineering,IN B Eng qualification,1,False
Bachelor of Engineering,IN B Eng with Honours,1,False
Bachelor of Engineering,IN BEHONS qualification,1,False
Bachelor of Engineering,IN BEHONS with Honours,1,False
Bachelor of Engineering,IN BEHONSHONS degree,1,False
Bachelor of Engineering,IN BEHONSHONS qualification,1,False
Bachelor of Engineering,IN BEHONSHONS with Honours,1,False
Bachelor of Engineering,IN BENGHONS degree,1,False
Bachelor of Engineering,IN BENGHONS qualification,1,False
Bachelor of Engineering,IN BENGHONS with Honours,1,False
Bachelor of Engineering,India B E,1,False
Bachelor of Engineering,India B E N G,1,False
Bachelor of Engineering,India B E N G degree,1,False
Bachelor of Engineering,India B E N G qualification,1,False
Bachelor of Engineering,India B E N G with Honours,1,False
Bachelor of Engineering,India B E degree,1,False
Bachelor of Engineering,India B E qualification,1,False
Bachelor of Engineering,India B E with Honours,1,False
Bachelor of Engineering,India B Eng degree,1,False
Bachelor of Engineering,India B Eng qualification,1,False
Bachelor of Engineering,India B Eng with Honours,1,False
Bachelor of Engineering,India BEHONS degree,1,False
Bachelor of Engineering,India BEHONS qualification,1,False
Bachelor of Engineering,India BEHONS with Honours,1,False
Bachelor of Engineering,India BEHONSHONS,1,False
Bachelor of Engineering,India BEHONSHONS degree,1,False
Bachelor of Engineering,India BEHONSHONS qualification,1,False
Bachelor of Engineering,India BEHONSHONS with Honours,1,False
Bachelor of Engineering,India BENGHONS,1,False
Bachelor of Engineering,India BENGHONS degree,1,False
Bachelor of Engineering,India BENGHONS qualification,1,False
Bachelor of Engineering,India BENGHONS with Honours,1,False
Bachelor of Engineering,Indian B E,1,False
Bachelor of Engineering,Indian B E N G,1,False
Bachelor of Engineering,Indian B E N G degree,1,False
Bachelor of Engineering,Indian B E N G qualification,1,False
Bachelor of Engineering,Indian B E N G with Honours,1,False
Bachelor of Engineering,Indian B E degree,1,False
Bachelor of Engineering,Indian B E qualification,1,False
Bachelor of Engineering,Indian B E with Honours,1,False
Bachelor of Engineering,Indian B Eng degree,1,False
Bachelor of Engineering,Indian B Eng qualification,1,False
Bachelor of Engineering,Indian B Eng with Honours,1,False
Bachelor of Engineering,Indian BEHONS degree,1,False
Bachelor of Engineering,Indian BEHONS qualification,1,False
Bachelor of Engineering,Indian BEHONS with Honours,1,False
Bachelor of Engineering,Indian BEHONSHONS,1,False
Bachelor of Engineering,Indian BEHONSHONS degree,1,False
Bachelor of Engineering,Indian BEHONSHONS qualification,1,False
Bachelor of Engineering,Indian BEHONSHONS with Honours,1,False
Bachelor of Engineering,Indian BENGHONS,1,False
Bachelor of Engineering,Indian BENGHONS degree,1,False
Bachelor of Engineering,Indian BENGHONS qualification,1,False
Bachelor of Engineering,Indian BENGHONS with Honours,1,False
Bachelor of Engineering,UK B E N G degree,1,False
Bachelor of Engineering,UK B E N G qualification,1,False
Bachelor of Engineering,UK B E N G with Honours,1,False
Bachelor of Engineering,UK BENGHONS degree,1,False
Bachelor of Engineering,UK BENGHONS qualification,1,False
Bachelor of Engineering,UK BENGHONS with Honours,1,False
Bachelor of Engineering,United Kingdom B E N G,1,False
Bachelor of Engineering,United Kingdom B E N G degree,1,False
Bachelor of Engineering,United Kingdom BENGHONS,1,False
Bachelor of Engineering,United Kingdom BENGHONS degree,1,False
Bachelor of Laws,Bachelor of Law qualification,1,False
Bachelor of Laws,Bachelor of Law with Honours,1,False
Bachelor of Laws,Bachelor of Laws qualification,1,False
Bachelor of Laws,Bachelor of Laws with Honours,1,False
Bachelor of Laws,L L B qualification,1,False
Bachelor of Laws,L L B with Honours,1,False
Bachelor of Laws,UK Bachelor of Law degree,1,False
Bachelor of Laws,UK Bachelor of Law with Honours,1,False
Bachelor of Laws,UK Bachelor of Laws degree,1,False
Bachelor of Laws,UK L L B,1,False
Bachelor of Laws,UK L L B degree,1,False
Bachelor of Laws,UK L L B qualification,1,False
Bachelor of Laws,UK L L B with Honours,1,False
Bachelor of Laws,United Kingdom Bachelor of Law,1,False
Bachelor of Laws,United Kingdom Bachelor of Laws,1,False
Bachelor of Laws,United Kingdom L L B,1,False
Bachelor of Laws,United Kingdom L L B degree,1,False
Bachelor of Medicine Bachelor of Surgery,B M B S degree,1,False
Bachelor of Medicine Bachelor of Surgery,B M B S qualification,1,False
Bachelor of Medicine Bachelor of Surgery,B M B S with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,BMBS degree,1,False
Bachelor of Medicine Bachelor of Surgery,BMBS qualification,1,False
Bachelor of Medicine Bachelor of Surgery,BMBS with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,M B B C H,1,False
Bachelor of Medicine Bachelor of Surgery,M B B C H degree,1,False
Bachelor of Medicine Bachelor of Surgery,M B B C H qualification,1,False
Bachelor of Medicine Bachelor of Surgery,M B B C H with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,M B B S qualification,1,False
Bachelor of Medicine Bachelor of Surgery,M B B S with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,M B C H B,1,False
Bachelor of Medicine Bachelor of Surgery,M B C H B degree,1,False
Bachelor of Medicine Bachelor of Surgery,M B C H B qualification,1,False
Bachelor of Medicine Bachelor of Surgery,M B C H B with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,M.B.C.H.B. qualification,1,False
Bachelor of Medicine Bachelor of Surgery,M.B.C.H.B. with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,MB ChB degree,1,False
Bachelor of Medicine Bachelor of Surgery,MB ChB qualification,1,False
Bachelor of Medicine Bachelor of Surgery,MB ChB with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,MBBCh degree,1,False
Bachelor of Medicine Bachelor of Surgery,MBBCh qualification,1,False
Bachelor of Medicine Bachelor of Surgery,MBBCh with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,UK B M B S degree,1,False
Bachelor of Medicine Bachelor of Surgery,UK B M B S qualification,1,False
Bachelor of Medicine Bachelor of Surgery,UK B M B S with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,UK BMBS degree,1,False
Bachelor of Medicine Bachelor of Surgery,UK BMBS qualification,1,False
Bachelor of Medicine Bachelor of Surgery,UK BMBS with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B B C H degree,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B B C H qualification,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B B C H with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B B S degree,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B B S qualification,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B B S with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B C H B degree,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B C H B qualification,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B C H B with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,UK M.B.C.H.B. qualification,1,False
Bachelor of Medicine Bachelor of Surgery,UK M.B.C.H.B. with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,UK MB ChB degree,1,False
Bachelor of Medicine Bachelor of Surgery,UK MB ChB qualification,1,False
Bachelor of Medicine Bachelor of Surgery,UK MB ChB with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,UK MBBCh,1,False
Bachelor of Medicine Bachelor of Surgery,UK MBBCh degree,1,False
Bachelor of Medicine Bachelor of Surgery,UK MBBCh qualification,1,False
Bachelor of Medicine Bachelor of Surgery,UK MBBCh with Honours,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom B M B S degree,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom BMBS,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom BMBS degree,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M B B C H,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M B B C H degree,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M B B S degree,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M B C H B,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M B C H B degree,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M.B.C.H.B.,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom MB ChB,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom MB ChB degree,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom MBBCh,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom MBBCh degree,1,False
Bachelor of Science,IN B S C degree,1,False
Bachelor of Science,IN B S C qualification,1,False
Bachelor of Science,IN B S C with Honours,1,False
Bachelor of Science,IN B Sc degree,1,False
Bachelor of Science,IN B Sc qualification,1,False
Bachelor of Science,IN B Sc with Honours,1,False
